datetime,precipitation,pressure,temperature,wind_direction,wind_speed
2017-01-01 00:20:00,,30.19,46,230.0,10.0
2017-01-01 00:50:00,,30.19,45,230.0,7.0
2017-01-01 01:20:00,,30.16,45,230.0,6.0
2017-01-01 01:50:00,,30.16,45,240.0,7.0
2017-01-01 02:20:00,,30.13,45,240.0,10.0
2017-01-01 02:50:00,,30.13,45,210.0,9.0
2017-01-01 03:20:00,,30.1,45,220.0,9.0
2017-01-01 03:50:00,,30.1,45,220.0,8.0
2017-01-01 04:20:00,,30.07,45,220.0,8.0
2017-01-01 04:50:00,,30.04,45,230.0,8.0
2017-01-01 05:20:00,,30.04,45,220.0,9.0
2017-01-01 05:50:00,,30.01,45,230.0,8.0
2017-01-01 06:20:00,,30.01,45,240.0,8.0
2017-01-01 06:50:00,,30.01,45,220.0,7.0
2017-01-01 07:20:00,,30.01,45,230.0,8.0
2017-01-01 07:50:00,,29.98,46,230.0,7.0
2017-01-01 08:20:00,,29.98,46,220.0,7.0
2017-01-01 08:50:00,,29.98,46,220.0,7.0
2017-01-01 09:20:00,,29.98,46,210.0,6.0
2017-01-01 09:50:00,,29.98,48,230.0,5.0
2017-01-01 10:20:00,,29.96,48,240.0,7.0
2017-01-01 10:50:00,,29.96,50,240.0,9.0
2017-01-01 11:20:00,,29.96,50,240.0,9.0
2017-01-01 11:50:00,,29.96,50,250.0,8.0
2017-01-01 12:20:00,,29.96,50,240.0,10.0
2017-01-01 12:50:00,,29.93,50,240.0,9.0
2017-01-01 13:20:00,,29.93,50,240.0,9.0
2017-01-01 13:50:00,,29.93,50,240.0,9.0
2017-01-01 14:20:00,,29.93,48,270.0,8.0
2017-01-01 14:50:00,,29.96,45,350.0,17.0
2017-01-01 15:20:00,,29.98,43,10.0,13.0
2017-01-01 15:50:00,,29.98,43,360.0,13.0
2017-01-01 16:20:00,,30.01,43,10.0,10.0
2017-01-01 16:50:00,,30.04,43,20.0,15.0
2017-01-01 17:20:00,,30.04,41,30.0,9.0
2017-01-01 17:50:00,,30.04,41,30.0,12.0
2017-01-01 18:20:00,,30.07,41,30.0,9.0
2017-01-01 18:50:00,,30.07,41,30.0,8.0
2017-01-01 19:20:00,,30.1,41,30.0,9.0
2017-01-01 19:50:00,,30.1,41,30.0,9.0
2017-01-01 20:20:00,,30.13,41,20.0,8.0
2017-01-01 20:50:00,,30.13,41,20.0,9.0
2017-01-01 21:20:00,,30.13,41,10.0,10.0
2017-01-01 21:50:00,,30.16,41,10.0,7.0
2017-01-01 22:20:00,,30.16,41,10.0,8.0
2017-01-01 22:50:00,,30.16,41,10.0,7.0
2017-01-01 23:20:00,,30.16,41,10.0,6.0
2017-01-01 23:50:00,,30.19,41,10.0,7.0
2017-01-02 00:20:00,,30.19,41,10.0,7.0
2017-01-02 00:50:00,,30.19,41,360.0,9.0
2017-01-02 01:20:00,,30.19,41,10.0,8.0
2017-01-02 01:50:00,,30.22,41,10.0,7.0
2017-01-02 02:20:00,,30.22,41,10.0,10.0
2017-01-02 02:50:00,,30.25,39,350.0,7.0
2017-01-02 03:20:00,,30.25,39,350.0,9.0
2017-01-02 03:50:00,,30.25,37,360.0,7.0
2017-01-02 04:20:00,,30.28,37,350.0,5.0
2017-01-02 04:50:00,,30.28,37,350.0,6.0
2017-01-02 05:20:00,,30.28,37,,2.0
2017-01-02 05:50:00,,30.28,37,,3.0
2017-01-02 06:20:00,,30.28,37,310.0,6.0
2017-01-02 06:50:00,,30.31,37,350.0,7.0
2017-01-02 07:20:00,,30.31,37,360.0,6.0
2017-01-02 07:50:00,,30.31,37,350.0,6.0
2017-01-02 08:20:00,,30.34,37,350.0,6.0
2017-01-02 08:50:00,,30.34,37,340.0,6.0
2017-01-02 09:20:00,,30.34,37,340.0,6.0
2017-01-02 09:50:00,,30.37,37,340.0,9.0
2017-01-02 10:20:00,,30.37,39,350.0,10.0
2017-01-02 10:50:00,,30.37,39,350.0,10.0
2017-01-02 11:20:00,,30.37,39,340.0,9.0
2017-01-02 11:50:00,,30.37,41,360.0,10.0
2017-01-02 12:20:00,,30.37,41,360.0,8.0
2017-01-02 12:50:00,,30.37,41,350.0,9.0
2017-01-02 13:20:00,,30.37,41,330.0,7.0
2017-01-02 13:50:00,,30.37,43,340.0,7.0
2017-01-02 14:20:00,,30.37,43,320.0,7.0
2017-01-02 14:50:00,,30.37,43,300.0,7.0
2017-01-02 15:20:00,,30.37,41,330.0,6.0
2017-01-02 15:50:00,,30.37,41,340.0,6.0
2017-01-02 16:20:00,,30.4,41,300.0,8.0
2017-01-02 16:50:00,,30.4,41,300.0,6.0
2017-01-02 17:20:00,,30.4,39,300.0,7.0
2017-01-02 17:50:00,,30.4,39,290.0,6.0
2017-01-02 18:20:00,,30.4,37,280.0,6.0
2017-01-02 18:50:00,,30.4,37,280.0,6.0
2017-01-02 19:20:00,,30.4,37,290.0,7.0
2017-01-02 19:50:00,,30.4,37,290.0,7.0
2017-01-02 20:20:00,,30.4,37,290.0,8.0
2017-01-02 20:50:00,,30.4,37,290.0,8.0
2017-01-02 21:20:00,,30.4,37,280.0,7.0
2017-01-02 21:50:00,,30.4,36,290.0,7.0
2017-01-02 22:20:00,,30.4,36,280.0,7.0
2017-01-02 22:50:00,,30.4,36,260.0,6.0
2017-01-02 23:20:00,,30.4,34,230.0,6.0
2017-01-02 23:50:00,,30.4,34,230.0,7.0
2017-01-03 00:20:00,,30.4,34,250.0,7.0
2017-01-03 00:50:00,,30.4,34,240.0,7.0
2017-01-03 01:20:00,,30.4,34,230.0,7.0
2017-01-03 01:50:00,,30.4,34,230.0,6.0
2017-01-03 02:20:00,,30.4,34,230.0,8.0
2017-01-03 02:50:00,,30.4,32,250.0,6.0
2017-01-03 03:20:00,,30.4,32,230.0,8.0
2017-01-03 03:50:00,,30.37,32,230.0,8.0
2017-01-03 04:20:00,,30.37,32,240.0,8.0
2017-01-03 04:50:00,,30.37,32,240.0,9.0
2017-01-03 05:20:00,,30.37,32,240.0,7.0
2017-01-03 05:50:00,,30.37,34,240.0,10.0
2017-01-03 06:20:00,,30.37,34,250.0,10.0
2017-01-03 06:50:00,,30.37,34,240.0,12.0
2017-01-03 07:20:00,,30.37,34,240.0,12.0
2017-01-03 07:50:00,,30.37,34,240.0,12.0
2017-01-03 08:20:00,,30.37,34,250.0,13.0
2017-01-03 08:50:00,,30.37,34,240.0,10.0
2017-01-03 09:20:00,,30.37,36,240.0,8.0
2017-01-03 09:50:00,,30.37,37,240.0,9.0
2017-01-03 10:20:00,,30.37,37,240.0,13.0
2017-01-03 10:50:00,,30.34,37,250.0,13.0
2017-01-03 11:20:00,,30.34,39,250.0,13.0
2017-01-03 11:50:00,,30.34,39,250.0,14.0
2017-01-03 12:20:00,,30.31,41,250.0,14.0
2017-01-03 12:50:00,,30.31,41,260.0,13.0
2017-01-03 13:20:00,,30.31,43,270.0,14.0
2017-01-03 13:50:00,,30.28,43,270.0,15.0
2017-01-03 14:20:00,,30.28,43,270.0,14.0
2017-01-03 14:50:00,,30.28,43,270.0,14.0
2017-01-03 15:20:00,,30.28,43,280.0,17.0
2017-01-03 15:50:00,,30.28,43,280.0,16.0
2017-01-03 16:20:00,,30.28,43,270.0,17.0
2017-01-03 16:50:00,,30.28,43,270.0,15.0
2017-01-03 17:20:00,,30.25,43,260.0,14.0
2017-01-03 17:50:00,,30.25,43,250.0,13.0
2017-01-03 18:20:00,,30.25,41,250.0,14.0
2017-01-03 18:50:00,,30.25,41,240.0,14.0
2017-01-03 19:20:00,,30.25,41,250.0,12.0
2017-01-03 19:50:00,,30.25,41,260.0,12.0
2017-01-03 20:20:00,,30.25,41,260.0,14.0
2017-01-03 20:50:00,,30.25,41,250.0,13.0
2017-01-03 21:20:00,,30.22,41,260.0,14.0
2017-01-03 21:50:00,,30.25,43,280.0,16.0
2017-01-03 22:20:00,,30.22,43,260.0,14.0
2017-01-03 22:50:00,,30.22,41,260.0,15.0
2017-01-03 23:20:00,,30.19,41,250.0,14.0
2017-01-03 23:50:00,,30.19,41,250.0,14.0
2017-01-04 00:20:00,,30.19,41,250.0,16.0
2017-01-04 00:50:00,,30.19,39,260.0,16.0
2017-01-04 01:20:00,,30.19,39,260.0,15.0
2017-01-04 01:50:00,,30.19,39,260.0,13.0
2017-01-04 02:20:00,,30.19,41,250.0,13.0
2017-01-04 02:50:00,,30.19,41,250.0,10.0
2017-01-04 03:20:00,,30.19,41,250.0,12.0
2017-01-04 03:50:00,,30.19,41,260.0,12.0
2017-01-04 04:20:00,,30.19,41,260.0,12.0
2017-01-04 04:50:00,,30.19,43,260.0,10.0
2017-01-04 05:20:00,,30.19,43,260.0,10.0
2017-01-04 05:50:00,,30.16,41,260.0,12.0
2017-01-04 06:20:00,,30.16,43,260.0,12.0
2017-01-04 06:50:00,,30.16,45,270.0,13.0
2017-01-04 07:20:00,,30.16,45,280.0,13.0
2017-01-04 07:50:00,,30.16,45,290.0,13.0
2017-01-04 08:20:00,,30.19,45,290.0,14.0
2017-01-04 08:50:00,,30.19,45,290.0,13.0
2017-01-04 09:20:00,,30.19,45,290.0,12.0
2017-01-04 09:50:00,,30.19,46,290.0,12.0
2017-01-04 10:20:00,,30.22,46,290.0,10.0
2017-01-04 10:50:00,,30.22,46,290.0,13.0
2017-01-04 11:20:00,,30.22,45,10.0,13.0
2017-01-04 11:50:00,,30.25,45,360.0,9.0
2017-01-04 12:20:00,,30.25,45,320.0,7.0
2017-01-04 12:50:00,,30.25,45,330.0,7.0
2017-01-04 13:20:00,,30.25,46,350.0,9.0
2017-01-04 13:50:00,,30.25,45,350.0,8.0
2017-01-04 14:20:00,,30.25,45,340.0,8.0
2017-01-04 14:50:00,,30.25,45,330.0,9.0
2017-01-04 15:20:00,,30.25,45,340.0,8.0
2017-01-04 15:50:00,,30.28,45,350.0,6.0
2017-01-04 16:20:00,,30.28,43,340.0,7.0
2017-01-04 16:50:00,,30.28,43,340.0,5.0
2017-01-04 17:20:00,,30.31,43,330.0,6.0
2017-01-04 17:50:00,,30.31,41,340.0,6.0
2017-01-04 18:20:00,,30.34,41,300.0,7.0
2017-01-04 18:50:00,,30.34,41,310.0,6.0
2017-01-04 19:20:00,,30.34,41,300.0,7.0
2017-01-04 19:50:00,,30.34,41,300.0,9.0
2017-01-04 20:20:00,,30.37,39,300.0,9.0
2017-01-04 20:50:00,,30.37,39,300.0,10.0
2017-01-04 21:20:00,,30.37,39,300.0,8.0
2017-01-04 21:50:00,,30.37,39,300.0,5.0
2017-01-04 22:20:00,,30.37,37,300.0,9.0
2017-01-04 22:50:00,,30.4,37,300.0,7.0
2017-01-04 23:20:00,,30.4,37,300.0,7.0
2017-01-04 23:50:00,,30.4,37,300.0,7.0
2017-01-05 00:20:00,,30.4,37,300.0,8.0
2017-01-05 00:50:00,,30.4,37,300.0,6.0
2017-01-05 01:20:00,,30.43,36,300.0,5.0
2017-01-05 01:50:00,,30.43,36,,3.0
2017-01-05 02:20:00,,30.43,36,300.0,5.0
2017-01-05 02:50:00,,30.43,36,,3.0
2017-01-05 03:20:00,,30.43,36,300.0,5.0
2017-01-05 03:50:00,,30.43,36,,3.0
2017-01-05 04:20:00,,30.46,34,,2.0
2017-01-05 04:50:00,,30.46,36,,3.0
2017-01-05 05:20:00,,30.46,36,350.0,5.0
2017-01-05 05:50:00,,30.46,34,290.0,6.0
2017-01-05 06:20:00,,30.46,34,,3.0
2017-01-05 06:50:00,,30.49,34,,2.0
2017-01-05 07:20:00,,30.49,34,,3.0
2017-01-05 07:50:00,,30.49,34,290.0,3.0
2017-01-05 08:20:00,,30.49,34,,3.0
2017-01-05 08:50:00,,30.52,34,,3.0
2017-01-05 09:20:00,,30.52,34,270.0,5.0
2017-01-05 09:50:00,,30.52,36,290.0,5.0
2017-01-05 10:20:00,,30.52,36,280.0,5.0
2017-01-05 10:50:00,,30.52,37,300.0,5.0
2017-01-05 11:20:00,,30.55,37,290.0,5.0
2017-01-05 11:50:00,,30.55,39,270.0,5.0
2017-01-05 12:20:00,,30.55,41,,2.0
2017-01-05 12:50:00,,30.55,41,280.0,5.0
2017-01-05 13:20:00,,30.52,43,,2.0
2017-01-05 13:50:00,,30.52,43,,3.0
2017-01-05 14:20:00,,30.52,43,,2.0
2017-01-05 14:50:00,,30.52,43,250.0,5.0
2017-01-05 15:20:00,,30.52,43,,2.0
2017-01-05 15:50:00,,30.55,43,,3.0
2017-01-05 16:20:00,,30.55,41,,2.0
2017-01-05 16:50:00,,30.58,39,,1.0
2017-01-05 17:20:00,,30.58,39,,0.0
2017-01-05 17:50:00,,30.58,41,,3.0
2017-01-05 18:20:00,,30.58,39,,0.0
2017-01-05 18:50:00,,30.58,37,,1.0
2017-01-05 19:20:00,,30.6,39,,3.0
2017-01-05 19:50:00,,30.6,37,130.0,5.0
2017-01-05 20:20:00,,30.6,37,100.0,2.0
2017-01-05 20:50:00,,30.6,36,,1.0
2017-01-05 21:20:00,,30.6,37,,2.0
2017-01-05 21:50:00,,30.6,36,,1.0
2017-01-05 22:20:00,,30.6,36,30.0,2.0
2017-01-05 22:50:00,,30.6,36,,1.0
2017-01-05 23:20:00,,30.6,36,,0.0
2017-01-05 23:50:00,,30.6,34,,1.0
2017-01-06 00:20:00,,30.6,34,,1.0
2017-01-06 00:50:00,,30.6,34,,1.0
2017-01-06 01:20:00,,30.6,34,,1.0
2017-01-06 01:50:00,,30.6,34,70.0,3.0
2017-01-06 02:20:00,,30.6,34,,2.0
2017-01-06 02:50:00,,30.6,32,50.0,3.0
2017-01-06 03:20:00,,30.6,32,10.0,3.0
2017-01-06 03:50:00,,30.6,32,20.0,3.0
2017-01-06 04:20:00,,30.6,32,,2.0
2017-01-06 04:50:00,,30.6,32,40.0,3.0
2017-01-06 05:20:00,,30.6,32,360.0,3.0
2017-01-06 05:50:00,,30.6,32,20.0,2.0
2017-01-06 06:20:00,,30.6,32,,2.0
2017-01-06 06:50:00,,30.6,32,30.0,3.0
2017-01-06 07:20:00,,30.6,32,,3.0
2017-01-06 07:50:00,,30.6,34,,3.0
2017-01-06 08:20:00,,30.6,36,,2.0
2017-01-06 08:50:00,,30.6,41,190.0,7.0
2017-01-06 09:20:00,,30.6,41,180.0,6.0
2017-01-06 09:50:00,,30.6,41,,8.0
2017-01-06 10:20:00,,30.6,41,,7.0
2017-01-06 10:50:00,,30.6,41,180.0,7.0
2017-01-06 11:20:00,,30.6,43,170.0,6.0
2017-01-06 11:50:00,,30.58,43,,8.0
2017-01-06 12:20:00,,30.58,43,170.0,8.0
2017-01-06 12:50:00,,30.58,45,210.0,7.0
2017-01-06 13:20:00,,30.58,45,220.0,7.0
2017-01-06 13:50:00,,30.55,45,240.0,7.0
2017-01-06 14:20:00,,30.55,45,220.0,7.0
2017-01-06 14:50:00,,30.55,46,210.0,9.0
2017-01-06 15:20:00,,30.55,45,210.0,8.0
2017-01-06 15:50:00,,30.55,45,230.0,7.0
2017-01-06 16:20:00,,30.55,43,220.0,6.0
2017-01-06 16:50:00,,30.55,43,,8.0
2017-01-06 17:20:00,,30.55,43,220.0,7.0
2017-01-06 17:50:00,,30.55,43,,8.0
2017-01-06 18:20:00,,30.55,43,220.0,8.0
2017-01-06 18:50:00,,30.52,43,230.0,9.0
2017-01-06 19:20:00,,30.52,43,230.0,8.0
2017-01-06 19:50:00,,30.52,43,240.0,8.0
2017-01-06 20:20:00,,30.52,43,230.0,9.0
2017-01-06 20:50:00,,30.52,43,240.0,10.0
2017-01-06 21:20:00,,30.49,43,230.0,9.0
2017-01-06 21:50:00,,30.49,43,240.0,12.0
2017-01-06 22:20:00,,30.49,43,240.0,12.0
2017-01-06 22:50:00,,30.49,43,240.0,13.0
2017-01-06 23:20:00,,30.49,45,240.0,12.0
2017-01-06 23:50:00,,30.46,45,240.0,12.0
2017-01-07 00:20:00,,30.46,45,240.0,13.0
2017-01-07 00:50:00,,30.46,45,240.0,13.0
2017-01-07 01:20:00,,30.46,45,230.0,10.0
2017-01-07 01:50:00,,30.46,45,250.0,8.0
2017-01-07 02:20:00,,30.43,45,240.0,9.0
2017-01-07 02:50:00,,30.43,46,240.0,10.0
2017-01-07 03:20:00,,30.43,46,250.0,10.0
2017-01-07 03:50:00,,30.43,46,250.0,10.0
2017-01-07 04:20:00,,30.43,46,250.0,10.0
2017-01-07 04:50:00,,30.43,46,250.0,9.0
2017-01-07 05:20:00,,30.43,46,250.0,9.0
2017-01-07 05:50:00,,30.4,46,250.0,10.0
2017-01-07 06:20:00,,30.4,46,250.0,10.0
2017-01-07 06:50:00,,30.43,46,260.0,7.0
2017-01-07 07:20:00,,30.43,48,260.0,7.0
2017-01-07 07:50:00,,30.43,48,240.0,7.0
2017-01-07 08:20:00,,30.43,48,250.0,8.0
2017-01-07 08:50:00,,30.43,48,250.0,7.0
2017-01-07 09:20:00,,30.43,48,270.0,3.0
2017-01-07 09:50:00,,30.46,48,280.0,5.0
2017-01-07 10:20:00,,30.46,50,270.0,7.0
2017-01-07 10:50:00,,30.46,50,270.0,6.0
2017-01-07 11:20:00,,30.46,50,300.0,8.0
2017-01-07 11:50:00,,30.46,50,290.0,6.0
2017-01-07 12:20:00,,30.43,50,300.0,6.0
2017-01-07 12:50:00,,30.43,50,,3.0
2017-01-07 13:20:00,,30.43,50,300.0,3.0
2017-01-07 13:50:00,,30.43,52,300.0,6.0
2017-01-07 14:20:00,,30.43,50,290.0,6.0
2017-01-07 14:50:00,,30.43,52,310.0,6.0
2017-01-07 15:20:00,,30.46,52,330.0,5.0
2017-01-07 15:50:00,,30.46,50,,2.0
2017-01-07 16:20:00,,30.46,50,,2.0
2017-01-07 16:50:00,,30.46,50,,2.0
2017-01-07 17:20:00,,30.46,50,290.0,3.0
2017-01-07 17:50:00,,30.46,50,,2.0
2017-01-07 18:20:00,,30.46,50,270.0,2.0
2017-01-07 18:50:00,,30.46,48,,2.0
2017-01-07 19:20:00,,30.46,48,,0.0
2017-01-07 19:50:00,,30.46,48,150.0,2.0
2017-01-07 20:20:00,,30.46,48,,3.0
2017-01-07 20:50:00,,30.46,48,,3.0
2017-01-07 21:20:00,,30.46,48,,3.0
2017-01-07 21:50:00,,30.46,48,220.0,3.0
2017-01-07 22:20:00,,30.46,48,220.0,3.0
2017-01-07 22:50:00,,30.46,48,260.0,3.0
2017-01-07 23:20:00,,30.46,48,260.0,3.0
2017-01-07 23:50:00,,30.46,48,250.0,3.0
2017-01-08 00:20:00,,30.46,48,260.0,3.0
2017-01-08 00:50:00,,30.46,48,250.0,3.0
2017-01-08 01:20:00,,30.46,48,270.0,5.0
2017-01-08 01:50:00,,30.46,48,270.0,3.0
2017-01-08 02:20:00,,30.46,48,280.0,3.0
2017-01-08 02:50:00,,30.46,48,,2.0
2017-01-08 03:20:00,,30.46,48,290.0,2.0
2017-01-08 03:50:00,,30.46,50,300.0,3.0
2017-01-08 04:20:00,,30.46,48,280.0,3.0
2017-01-08 04:50:00,,30.46,48,290.0,2.0
2017-01-08 05:20:00,,30.46,48,270.0,1.0
2017-01-08 05:50:00,,30.46,48,,0.0
2017-01-08 06:20:00,,30.46,48,150.0,3.0
2017-01-08 06:50:00,,30.46,48,260.0,2.0
2017-01-08 07:20:00,,30.46,48,250.0,5.0
2017-01-08 07:50:00,,30.46,48,230.0,3.0
2017-01-08 08:20:00,,30.49,48,220.0,5.0
2017-01-08 08:50:00,,30.49,48,,2.0
2017-01-08 09:20:00,,30.49,48,,1.0
2017-01-08 09:50:00,,30.49,48,230.0,3.0
2017-01-08 10:20:00,,30.49,50,250.0,3.0
2017-01-08 10:50:00,,30.49,50,230.0,7.0
2017-01-08 11:20:00,,30.49,50,230.0,5.0
2017-01-08 11:50:00,,30.49,50,270.0,5.0
2017-01-08 12:20:00,,30.46,50,,2.0
2017-01-08 12:50:00,,30.46,52,260.0,5.0
2017-01-08 13:20:00,,30.46,50,280.0,5.0
2017-01-08 13:50:00,,30.46,52,240.0,7.0
2017-01-08 14:20:00,,30.46,52,250.0,5.0
2017-01-08 14:50:00,,30.46,52,240.0,5.0
2017-01-08 15:20:00,,30.43,50,260.0,6.0
2017-01-08 15:50:00,,30.43,50,,5.0
2017-01-08 16:20:00,,30.43,50,250.0,3.0
2017-01-08 16:50:00,,30.43,50,,2.0
2017-01-08 17:20:00,,30.43,50,80.0,3.0
2017-01-08 17:50:00,,30.43,50,230.0,6.0
2017-01-08 18:20:00,,30.43,50,180.0,6.0
2017-01-08 18:50:00,,30.43,50,,7.0
2017-01-08 19:20:00,,30.43,50,180.0,7.0
2017-01-08 19:50:00,,30.43,50,170.0,6.0
2017-01-08 20:20:00,,30.43,50,140.0,7.0
2017-01-08 20:50:00,,30.4,48,160.0,9.0
2017-01-08 21:20:00,,30.4,48,180.0,5.0
2017-01-08 21:50:00,,30.4,48,,3.0
2017-01-08 22:20:00,,30.4,48,150.0,3.0
2017-01-08 22:50:00,,30.4,48,170.0,6.0
2017-01-08 23:20:00,,30.37,48,200.0,7.0
2017-01-08 23:50:00,,30.37,48,210.0,6.0
2017-01-09 00:20:00,,30.37,48,230.0,7.0
2017-01-09 00:50:00,,30.34,48,220.0,6.0
2017-01-09 01:20:00,,30.34,48,210.0,8.0
2017-01-09 01:50:00,,30.34,48,230.0,5.0
2017-01-09 02:20:00,,30.31,48,230.0,8.0
2017-01-09 02:50:00,,30.31,48,240.0,8.0
2017-01-09 03:20:00,,30.28,48,250.0,8.0
2017-01-09 03:50:00,,30.28,48,230.0,8.0
2017-01-09 04:20:00,,30.28,48,250.0,8.0
2017-01-09 04:50:00,,30.28,48,240.0,8.0
2017-01-09 05:20:00,,30.25,48,240.0,9.0
2017-01-09 05:50:00,,30.25,48,240.0,9.0
2017-01-09 06:20:00,,30.22,48,210.0,6.0
2017-01-09 06:50:00,,30.19,48,240.0,7.0
2017-01-09 07:20:00,,30.19,48,240.0,9.0
2017-01-09 07:50:00,,30.19,48,240.0,10.0
2017-01-09 08:20:00,,30.19,50,240.0,9.0
2017-01-09 08:50:00,,30.16,50,230.0,8.0
2017-01-09 09:20:00,,30.16,50,230.0,9.0
2017-01-09 09:50:00,,30.16,50,230.0,10.0
2017-01-09 10:20:00,,30.13,50,240.0,14.0
2017-01-09 10:50:00,,30.1,50,240.0,17.0
2017-01-09 11:20:00,,30.1,52,240.0,15.0
2017-01-09 11:50:00,,30.07,52,240.0,16.0
2017-01-09 12:20:00,,30.04,50,240.0,16.0
2017-01-09 12:50:00,,30.01,50,240.0,16.0
2017-01-09 13:20:00,,29.98,50,230.0,12.0
2017-01-09 13:50:00,,29.98,50,220.0,10.0
2017-01-09 14:20:00,,29.96,50,220.0,15.0
2017-01-09 14:50:00,,29.93,50,220.0,13.0
2017-01-09 15:20:00,,29.9,50,220.0,14.0
2017-01-09 15:50:00,,29.9,50,230.0,13.0
2017-01-09 16:20:00,,29.87,50,230.0,14.0
2017-01-09 16:50:00,,29.84,50,240.0,15.0
2017-01-09 17:20:00,,29.84,50,230.0,14.0
2017-01-09 17:50:00,,29.81,50,240.0,12.0
2017-01-09 18:20:00,,29.84,48,290.0,18.0
2017-01-09 18:50:00,,29.84,48,290.0,14.0
2017-01-09 19:20:00,,29.84,46,290.0,14.0
2017-01-09 19:50:00,,29.84,46,280.0,13.0
2017-01-09 20:20:00,,29.84,45,280.0,15.0
2017-01-09 20:50:00,,29.84,45,280.0,16.0
2017-01-09 21:20:00,,29.84,45,270.0,12.0
2017-01-09 21:50:00,,29.84,43,250.0,14.0
2017-01-09 22:20:00,,29.84,43,240.0,10.0
2017-01-09 22:50:00,,29.81,43,240.0,13.0
2017-01-09 23:20:00,,29.81,43,250.0,13.0
2017-01-09 23:50:00,,29.81,41,250.0,14.0
2017-01-10 00:20:00,,29.81,41,250.0,14.0
2017-01-10 00:50:00,,29.81,41,240.0,14.0
2017-01-10 01:20:00,,29.78,41,240.0,14.0
2017-01-10 01:50:00,,29.78,41,250.0,13.0
2017-01-10 02:20:00,,29.78,41,250.0,14.0
2017-01-10 02:50:00,,29.81,41,250.0,13.0
2017-01-10 03:20:00,,29.81,41,250.0,13.0
2017-01-10 03:50:00,,29.78,43,250.0,14.0
2017-01-10 04:20:00,,29.78,41,250.0,14.0
2017-01-10 04:50:00,,29.78,43,250.0,13.0
2017-01-10 05:20:00,,29.78,43,250.0,15.0
2017-01-10 05:50:00,,29.78,43,250.0,13.0
2017-01-10 06:20:00,,29.78,43,240.0,12.0
2017-01-10 06:50:00,,29.78,43,250.0,13.0
2017-01-10 07:20:00,,29.78,43,250.0,14.0
2017-01-10 07:50:00,,29.81,43,250.0,14.0
2017-01-10 08:20:00,,29.81,45,250.0,12.0
2017-01-10 08:50:00,,29.81,45,230.0,10.0
2017-01-10 09:20:00,,29.81,45,250.0,10.0
2017-01-10 09:50:00,,29.84,45,250.0,12.0
2017-01-10 10:20:00,,29.84,46,260.0,13.0
2017-01-10 10:50:00,,29.84,46,270.0,13.0
2017-01-10 11:20:00,,29.84,46,280.0,14.0
2017-01-10 11:50:00,,29.84,48,280.0,15.0
2017-01-10 12:20:00,,29.81,48,290.0,13.0
2017-01-10 12:50:00,,29.84,48,280.0,14.0
2017-01-10 13:20:00,,29.81,48,280.0,13.0
2017-01-10 13:50:00,,29.84,48,290.0,13.0
2017-01-10 14:20:00,,29.84,48,280.0,13.0
2017-01-10 14:50:00,,29.84,48,290.0,15.0
2017-01-10 15:20:00,,29.84,48,280.0,9.0
2017-01-10 15:50:00,,29.87,48,270.0,10.0
2017-01-10 16:20:00,,29.87,48,250.0,8.0
2017-01-10 16:50:00,,29.87,48,250.0,12.0
2017-01-10 17:20:00,,29.87,46,240.0,10.0
2017-01-10 17:50:00,,29.87,48,240.0,10.0
2017-01-10 18:20:00,,29.87,48,240.0,9.0
2017-01-10 18:50:00,,29.9,48,240.0,10.0
2017-01-10 19:20:00,,29.87,48,230.0,9.0
2017-01-10 19:50:00,,29.87,46,250.0,8.0
2017-01-10 20:20:00,,29.87,46,240.0,10.0
2017-01-10 20:50:00,,29.87,46,250.0,10.0
2017-01-10 21:20:00,,29.87,46,240.0,7.0
2017-01-10 21:50:00,,29.87,46,230.0,7.0
2017-01-10 22:20:00,,29.87,46,240.0,8.0
2017-01-10 22:50:00,,29.87,48,250.0,12.0
2017-01-10 23:20:00,,29.84,48,250.0,12.0
2017-01-10 23:50:00,,29.84,48,240.0,10.0
2017-01-11 00:20:00,,29.84,48,240.0,10.0
2017-01-11 00:50:00,,29.84,48,250.0,10.0
2017-01-11 01:20:00,,29.81,48,250.0,10.0
2017-01-11 01:50:00,,29.81,48,240.0,9.0
2017-01-11 02:20:00,,29.78,48,240.0,12.0
2017-01-11 02:50:00,,29.78,48,240.0,12.0
2017-01-11 03:20:00,,29.78,48,250.0,13.0
2017-01-11 03:50:00,,29.75,46,240.0,12.0
2017-01-11 04:20:00,,29.75,48,250.0,14.0
2017-01-11 04:50:00,,29.72,48,250.0,13.0
2017-01-11 05:20:00,,29.72,48,250.0,16.0
2017-01-11 05:50:00,,29.72,48,250.0,20.0
2017-01-11 06:20:00,,29.72,50,240.0,14.0
2017-01-11 06:50:00,,29.72,50,260.0,16.0
2017-01-11 07:20:00,,29.72,50,260.0,18.0
2017-01-11 07:50:00,,29.72,52,250.0,17.0
2017-01-11 08:20:00,,29.72,52,250.0,14.0
2017-01-11 08:50:00,,29.75,52,250.0,15.0
2017-01-11 09:20:00,,29.75,52,260.0,14.0
2017-01-11 09:50:00,,29.75,52,280.0,17.0
2017-01-11 10:20:00,,29.78,52,290.0,14.0
2017-01-11 10:50:00,,29.78,54,280.0,17.0
2017-01-11 11:20:00,,29.78,52,290.0,23.0
2017-01-11 11:50:00,,29.78,52,290.0,24.0
2017-01-11 12:20:00,,29.78,52,290.0,23.0
