name,datetime,kWh,pressure,temperature,wind_direction,wind_speed
25 Gordon Street,2017-01-01 00:30:00,8.5,30.19,45,230.0,7.0
25 Gordon Street,2017-01-01 01:00:00,8.0,30.16,45,230.0,6.0
25 Gordon Street,2017-01-01 01:30:00,8.5,30.16,45,240.0,7.0
25 Gordon Street,2017-01-01 02:00:00,8.5,30.13,45,240.0,10.0
25 Gordon Street,2017-01-01 02:30:00,8.0,30.13,45,210.0,9.0
25 Gordon Street,2017-01-01 03:00:00,8.5,30.1,45,220.0,9.0
25 Gordon Street,2017-01-01 03:30:00,8.5,30.1,45,220.0,8.0
25 Gordon Street,2017-01-01 04:00:00,8.5,30.07,45,220.0,8.0
25 Gordon Street,2017-01-01 04:30:00,8.5,30.04,45,230.0,8.0
25 Gordon Street,2017-01-01 05:00:00,8.5,30.04,45,220.0,9.0
25 Gordon Street,2017-01-01 05:30:00,8.5,30.01,45,230.0,8.0
25 Gordon Street,2017-01-01 06:00:00,8.5,30.01,45,240.0,8.0
25 Gordon Street,2017-01-01 06:30:00,8.0,30.01,45,220.0,7.0
25 Gordon Street,2017-01-01 07:00:00,8.5,30.01,45,230.0,8.0
25 Gordon Street,2017-01-01 07:30:00,8.5,29.98,46,230.0,7.0
25 Gordon Street,2017-01-01 08:00:00,8.0,29.98,46,220.0,7.0
25 Gordon Street,2017-01-01 08:30:00,8.0,29.98,46,220.0,7.0
25 Gordon Street,2017-01-01 09:00:00,8.5,29.98,46,210.0,6.0
25 Gordon Street,2017-01-01 09:30:00,8.0,29.98,48,230.0,5.0
25 Gordon Street,2017-01-01 10:00:00,8.5,29.96,48,240.0,7.0
25 Gordon Street,2017-01-01 10:30:00,8.5,29.96,50,240.0,9.0
25 Gordon Street,2017-01-01 11:00:00,8.5,29.96,50,240.0,9.0
25 Gordon Street,2017-01-01 11:30:00,9.0,29.96,50,250.0,8.0
25 Gordon Street,2017-01-01 12:00:00,8.0,29.96,50,240.0,10.0
25 Gordon Street,2017-01-01 12:30:00,8.5,29.93,50,240.0,9.0
25 Gordon Street,2017-01-01 13:00:00,8.5,29.93,50,240.0,9.0
25 Gordon Street,2017-01-01 13:30:00,8.5,29.93,50,240.0,9.0
25 Gordon Street,2017-01-01 14:00:00,8.0,29.93,48,270.0,8.0
25 Gordon Street,2017-01-01 14:30:00,8.5,29.96,45,350.0,17.0
25 Gordon Street,2017-01-01 15:00:00,8.0,29.98,43,10.0,13.0
25 Gordon Street,2017-01-01 15:30:00,8.0,29.98,43,360.0,13.0
25 Gordon Street,2017-01-01 16:00:00,8.5,30.01,43,10.0,10.0
25 Gordon Street,2017-01-01 16:30:00,8.5,30.04,43,20.0,15.0
25 Gordon Street,2017-01-01 17:00:00,8.5,30.04,41,30.0,9.0
25 Gordon Street,2017-01-01 17:30:00,9.0,30.04,41,30.0,12.0
25 Gordon Street,2017-01-01 18:00:00,8.0,30.07,41,30.0,9.0
25 Gordon Street,2017-01-01 18:30:00,8.5,30.07,41,30.0,8.0
25 Gordon Street,2017-01-01 19:00:00,8.5,30.1,41,30.0,9.0
25 Gordon Street,2017-01-01 19:30:00,8.5,30.1,41,30.0,9.0
25 Gordon Street,2017-01-01 20:00:00,8.0,30.13,41,20.0,8.0
25 Gordon Street,2017-01-01 20:30:00,8.5,30.13,41,20.0,9.0
25 Gordon Street,2017-01-01 21:00:00,8.5,30.13,41,10.0,10.0
25 Gordon Street,2017-01-01 21:30:00,8.0,30.16,41,10.0,7.0
25 Gordon Street,2017-01-01 22:00:00,8.5,30.16,41,10.0,8.0
25 Gordon Street,2017-01-01 22:30:00,8.5,30.16,41,10.0,7.0
25 Gordon Street,2017-01-01 23:00:00,8.5,30.16,41,10.0,6.0
25 Gordon Street,2017-01-01 23:30:00,8.5,30.19,41,10.0,7.0
25 Gordon Street,2017-01-02 00:00:00,9.0,30.19,41,10.0,7.0
25 Gordon Street,2017-01-02 00:30:00,8.5,30.19,41,360.0,9.0
25 Gordon Street,2017-01-02 01:00:00,8.5,30.19,41,10.0,8.0
25 Gordon Street,2017-01-02 01:30:00,8.5,30.22,41,10.0,7.0
25 Gordon Street,2017-01-02 02:00:00,8.5,30.22,41,10.0,10.0
25 Gordon Street,2017-01-02 02:30:00,7.5,30.25,39,350.0,7.0
25 Gordon Street,2017-01-02 03:00:00,8.5,30.25,39,350.0,9.0
25 Gordon Street,2017-01-02 03:30:00,8.0,30.25,37,360.0,7.0
25 Gordon Street,2017-01-02 04:00:00,8.0,30.28,37,350.0,5.0
25 Gordon Street,2017-01-02 04:30:00,8.5,30.28,37,350.0,6.0
25 Gordon Street,2017-01-02 06:00:00,8.5,30.28,37,310.0,6.0
25 Gordon Street,2017-01-02 06:30:00,9.0,30.31,37,350.0,7.0
25 Gordon Street,2017-01-02 07:00:00,8.0,30.31,37,360.0,6.0
25 Gordon Street,2017-01-02 07:30:00,8.0,30.31,37,350.0,6.0
25 Gordon Street,2017-01-02 08:00:00,8.0,30.34,37,350.0,6.0
25 Gordon Street,2017-01-02 08:30:00,8.5,30.34,37,340.0,6.0
25 Gordon Street,2017-01-02 09:00:00,8.0,30.34,37,340.0,6.0
25 Gordon Street,2017-01-02 09:30:00,7.5,30.37,37,340.0,9.0
25 Gordon Street,2017-01-02 10:00:00,8.5,30.37,39,350.0,10.0
25 Gordon Street,2017-01-02 10:30:00,8.0,30.37,39,350.0,10.0
25 Gordon Street,2017-01-02 11:00:00,8.5,30.37,39,340.0,9.0
25 Gordon Street,2017-01-02 11:30:00,8.5,30.37,41,360.0,10.0
25 Gordon Street,2017-01-02 12:00:00,9.0,30.37,41,360.0,8.0
25 Gordon Street,2017-01-02 12:30:00,8.0,30.37,41,350.0,9.0
25 Gordon Street,2017-01-02 13:00:00,8.5,30.37,41,330.0,7.0
25 Gordon Street,2017-01-02 13:30:00,8.5,30.37,43,340.0,7.0
25 Gordon Street,2017-01-02 14:00:00,9.0,30.37,43,320.0,7.0
25 Gordon Street,2017-01-02 14:30:00,8.0,30.37,43,300.0,7.0
25 Gordon Street,2017-01-02 15:00:00,8.5,30.37,41,330.0,6.0
25 Gordon Street,2017-01-02 15:30:00,8.0,30.37,41,340.0,6.0
25 Gordon Street,2017-01-02 16:00:00,9.0,30.4,41,300.0,8.0
25 Gordon Street,2017-01-02 16:30:00,9.0,30.4,41,300.0,6.0
25 Gordon Street,2017-01-02 17:00:00,9.0,30.4,39,300.0,7.0
25 Gordon Street,2017-01-02 17:30:00,9.0,30.4,39,290.0,6.0
25 Gordon Street,2017-01-02 18:00:00,9.0,30.4,37,280.0,6.0
25 Gordon Street,2017-01-02 18:30:00,9.0,30.4,37,280.0,6.0
25 Gordon Street,2017-01-02 19:00:00,9.0,30.4,37,290.0,7.0
25 Gordon Street,2017-01-02 19:30:00,9.0,30.4,37,290.0,7.0
25 Gordon Street,2017-01-02 20:00:00,8.5,30.4,37,290.0,8.0
25 Gordon Street,2017-01-02 20:30:00,9.0,30.4,37,290.0,8.0
25 Gordon Street,2017-01-02 21:00:00,9.0,30.4,37,280.0,7.0
25 Gordon Street,2017-01-02 21:30:00,8.5,30.4,36,290.0,7.0
25 Gordon Street,2017-01-02 22:00:00,8.5,30.4,36,280.0,7.0
25 Gordon Street,2017-01-02 22:30:00,9.0,30.4,36,260.0,6.0
25 Gordon Street,2017-01-02 23:00:00,8.5,30.4,34,230.0,6.0
25 Gordon Street,2017-01-02 23:30:00,9.0,30.4,34,230.0,7.0
25 Gordon Street,2017-01-03 00:00:00,10.5,30.4,34,250.0,7.0
25 Gordon Street,2017-01-03 00:30:00,9.0,30.4,34,240.0,7.0
25 Gordon Street,2017-01-03 01:00:00,9.0,30.4,34,230.0,7.0
25 Gordon Street,2017-01-03 01:30:00,8.5,30.4,34,230.0,6.0
25 Gordon Street,2017-01-03 02:00:00,9.0,30.4,34,230.0,8.0
25 Gordon Street,2017-01-03 02:30:00,9.0,30.4,32,250.0,6.0
25 Gordon Street,2017-01-03 03:00:00,8.5,30.4,32,230.0,8.0
25 Gordon Street,2017-01-03 03:30:00,8.0,30.37,32,230.0,8.0
25 Gordon Street,2017-01-03 04:00:00,8.0,30.37,32,240.0,8.0
25 Gordon Street,2017-01-03 04:30:00,9.0,30.37,32,240.0,9.0
25 Gordon Street,2017-01-03 05:00:00,9.0,30.37,32,240.0,7.0
25 Gordon Street,2017-01-03 05:30:00,9.0,30.37,34,240.0,10.0
25 Gordon Street,2017-01-03 06:00:00,9.5,30.37,34,250.0,10.0
25 Gordon Street,2017-01-03 06:30:00,10.0,30.37,34,240.0,12.0
25 Gordon Street,2017-01-03 07:00:00,12.5,30.37,34,240.0,12.0
25 Gordon Street,2017-01-03 07:30:00,12.0,30.37,34,240.0,12.0
25 Gordon Street,2017-01-03 08:00:00,14.0,30.37,34,250.0,13.0
25 Gordon Street,2017-01-03 08:30:00,13.5,30.37,34,240.0,10.0
25 Gordon Street,2017-01-03 09:00:00,14.0,30.37,36,240.0,8.0
25 Gordon Street,2017-01-03 09:30:00,15.0,30.37,37,240.0,9.0
25 Gordon Street,2017-01-03 10:00:00,14.0,30.37,37,240.0,13.0
25 Gordon Street,2017-01-03 10:30:00,14.0,30.34,37,250.0,13.0
25 Gordon Street,2017-01-03 11:00:00,17.0,30.34,39,250.0,13.0
25 Gordon Street,2017-01-03 11:30:00,18.5,30.34,39,250.0,14.0
25 Gordon Street,2017-01-03 12:00:00,17.5,30.31,41,250.0,14.0
25 Gordon Street,2017-01-03 12:30:00,16.5,30.31,41,260.0,13.0
25 Gordon Street,2017-01-03 13:00:00,17.0,30.31,43,270.0,14.0
25 Gordon Street,2017-01-03 13:30:00,16.0,30.28,43,270.0,15.0
25 Gordon Street,2017-01-03 14:00:00,16.5,30.28,43,270.0,14.0
25 Gordon Street,2017-01-03 14:30:00,15.5,30.28,43,270.0,14.0
25 Gordon Street,2017-01-03 15:00:00,16.5,30.28,43,280.0,17.0
25 Gordon Street,2017-01-03 15:30:00,16.5,30.28,43,280.0,16.0
25 Gordon Street,2017-01-03 16:00:00,16.5,30.28,43,270.0,17.0
25 Gordon Street,2017-01-03 16:30:00,16.0,30.28,43,270.0,15.0
25 Gordon Street,2017-01-03 17:00:00,15.0,30.25,43,260.0,14.0
25 Gordon Street,2017-01-03 17:30:00,15.0,30.25,43,250.0,13.0
25 Gordon Street,2017-01-03 18:00:00,13.5,30.25,41,250.0,14.0
25 Gordon Street,2017-01-03 18:30:00,13.0,30.25,41,240.0,14.0
25 Gordon Street,2017-01-03 19:00:00,12.5,30.25,41,250.0,12.0
25 Gordon Street,2017-01-03 19:30:00,11.5,30.25,41,260.0,12.0
25 Gordon Street,2017-01-03 20:00:00,11.0,30.25,41,260.0,14.0
25 Gordon Street,2017-01-03 20:30:00,11.0,30.25,41,250.0,13.0
25 Gordon Street,2017-01-03 21:00:00,11.5,30.22,41,260.0,14.0
25 Gordon Street,2017-01-03 21:30:00,10.5,30.25,43,280.0,16.0
25 Gordon Street,2017-01-03 22:00:00,11.0,30.22,43,260.0,14.0
25 Gordon Street,2017-01-03 22:30:00,10.5,30.22,41,260.0,15.0
25 Gordon Street,2017-01-03 23:00:00,11.0,30.19,41,250.0,14.0
25 Gordon Street,2017-01-03 23:30:00,10.5,30.19,41,250.0,14.0
25 Gordon Street,2017-01-04 00:00:00,11.5,30.19,41,250.0,16.0
25 Gordon Street,2017-01-04 00:30:00,10.5,30.19,39,260.0,16.0
25 Gordon Street,2017-01-04 01:00:00,10.5,30.19,39,260.0,15.0
25 Gordon Street,2017-01-04 01:30:00,10.0,30.19,39,260.0,13.0
25 Gordon Street,2017-01-04 02:00:00,10.0,30.19,41,250.0,13.0
25 Gordon Street,2017-01-04 02:30:00,10.0,30.19,41,250.0,10.0
25 Gordon Street,2017-01-04 03:00:00,10.0,30.19,41,250.0,12.0
25 Gordon Street,2017-01-04 03:30:00,10.0,30.19,41,260.0,12.0
25 Gordon Street,2017-01-04 04:00:00,10.5,30.19,41,260.0,12.0
25 Gordon Street,2017-01-04 04:30:00,10.5,30.19,43,260.0,10.0
25 Gordon Street,2017-01-04 05:00:00,10.0,30.19,43,260.0,10.0
25 Gordon Street,2017-01-04 05:30:00,10.0,30.16,41,260.0,12.0
25 Gordon Street,2017-01-04 06:00:00,11.0,30.16,43,260.0,12.0
25 Gordon Street,2017-01-04 06:30:00,13.0,30.16,45,270.0,13.0
25 Gordon Street,2017-01-04 07:00:00,14.0,30.16,45,280.0,13.0
25 Gordon Street,2017-01-04 07:30:00,14.5,30.16,45,290.0,13.0
25 Gordon Street,2017-01-04 08:00:00,15.0,30.19,45,290.0,14.0
25 Gordon Street,2017-01-04 08:30:00,15.0,30.19,45,290.0,13.0
25 Gordon Street,2017-01-04 09:00:00,15.5,30.19,45,290.0,12.0
25 Gordon Street,2017-01-04 09:30:00,17.0,30.19,46,290.0,12.0
25 Gordon Street,2017-01-04 10:00:00,16.5,30.22,46,290.0,10.0
25 Gordon Street,2017-01-04 10:30:00,18.5,30.22,46,290.0,13.0
25 Gordon Street,2017-01-04 11:00:00,20.5,30.22,45,10.0,13.0
25 Gordon Street,2017-01-04 11:30:00,22.0,30.25,45,360.0,9.0
25 Gordon Street,2017-01-04 12:00:00,20.5,30.25,45,320.0,7.0
25 Gordon Street,2017-01-04 12:30:00,21.0,30.25,45,330.0,7.0
25 Gordon Street,2017-01-04 13:00:00,20.5,30.25,46,350.0,9.0
25 Gordon Street,2017-01-04 13:30:00,19.0,30.25,45,350.0,8.0
25 Gordon Street,2017-01-04 14:00:00,18.5,30.25,45,340.0,8.0
25 Gordon Street,2017-01-04 14:30:00,19.0,30.25,45,330.0,9.0
25 Gordon Street,2017-01-04 15:00:00,20.5,30.25,45,340.0,8.0
25 Gordon Street,2017-01-04 15:30:00,21.5,30.28,45,350.0,6.0
25 Gordon Street,2017-01-04 16:00:00,20.5,30.28,43,340.0,7.0
25 Gordon Street,2017-01-04 16:30:00,20.5,30.28,43,340.0,5.0
25 Gordon Street,2017-01-04 17:00:00,19.0,30.31,43,330.0,6.0
25 Gordon Street,2017-01-04 17:30:00,17.5,30.31,41,340.0,6.0
25 Gordon Street,2017-01-04 18:00:00,16.0,30.34,41,300.0,7.0
25 Gordon Street,2017-01-04 18:30:00,15.0,30.34,41,310.0,6.0
25 Gordon Street,2017-01-04 19:00:00,13.0,30.34,41,300.0,7.0
25 Gordon Street,2017-01-04 19:30:00,12.5,30.34,41,300.0,9.0
25 Gordon Street,2017-01-04 20:00:00,12.0,30.37,39,300.0,9.0
25 Gordon Street,2017-01-04 20:30:00,11.0,30.37,39,300.0,10.0
25 Gordon Street,2017-01-04 21:00:00,11.5,30.37,39,300.0,8.0
25 Gordon Street,2017-01-04 21:30:00,11.0,30.37,39,300.0,5.0
25 Gordon Street,2017-01-04 22:00:00,11.5,30.37,37,300.0,9.0
25 Gordon Street,2017-01-04 22:30:00,11.5,30.4,37,300.0,7.0
25 Gordon Street,2017-01-04 23:00:00,11.5,30.4,37,300.0,7.0
25 Gordon Street,2017-01-04 23:30:00,10.5,30.4,37,300.0,7.0
25 Gordon Street,2017-01-05 00:00:00,10.5,30.4,37,300.0,8.0
25 Gordon Street,2017-01-05 00:30:00,10.5,30.4,37,300.0,6.0
25 Gordon Street,2017-01-05 01:00:00,10.0,30.43,36,300.0,5.0
25 Gordon Street,2017-01-05 02:00:00,10.0,30.43,36,300.0,5.0
25 Gordon Street,2017-01-05 03:00:00,9.5,30.43,36,300.0,5.0
25 Gordon Street,2017-01-05 05:00:00,10.0,30.46,36,350.0,5.0
25 Gordon Street,2017-01-05 05:30:00,10.5,30.46,34,290.0,6.0
25 Gordon Street,2017-01-05 07:30:00,15.0,30.49,34,290.0,3.0
25 Gordon Street,2017-01-05 09:00:00,15.5,30.52,34,270.0,5.0
25 Gordon Street,2017-01-05 09:30:00,16.5,30.52,36,290.0,5.0
25 Gordon Street,2017-01-05 10:00:00,17.0,30.52,36,280.0,5.0
25 Gordon Street,2017-01-05 10:30:00,19.5,30.52,37,300.0,5.0
25 Gordon Street,2017-01-05 11:00:00,18.5,30.55,37,290.0,5.0
25 Gordon Street,2017-01-05 11:30:00,19.0,30.55,39,270.0,5.0
25 Gordon Street,2017-01-05 12:30:00,19.0,30.55,41,280.0,5.0
25 Gordon Street,2017-01-05 14:30:00,19.5,30.52,43,250.0,5.0
25 Gordon Street,2017-01-05 19:30:00,14.0,30.6,37,130.0,5.0
25 Gordon Street,2017-01-05 20:00:00,14.0,30.6,37,100.0,2.0
25 Gordon Street,2017-01-05 22:00:00,11.0,30.6,36,30.0,2.0
25 Gordon Street,2017-01-06 01:30:00,14.867346938775427,30.6,34,70.0,3.0
25 Gordon Street,2017-01-06 02:30:00,14.867346938775427,30.6,32,50.0,3.0
25 Gordon Street,2017-01-06 03:00:00,14.867346938775427,30.6,32,10.0,3.0
25 Gordon Street,2017-01-06 03:30:00,14.867346938775427,30.6,32,20.0,3.0
25 Gordon Street,2017-01-06 04:30:00,14.867346938775427,30.6,32,40.0,3.0
25 Gordon Street,2017-01-06 05:00:00,14.86734693877588,30.6,32,360.0,3.0
25 Gordon Street,2017-01-06 05:30:00,14.867346938775427,30.6,32,20.0,2.0
25 Gordon Street,2017-01-06 06:30:00,14.867346938775427,30.6,32,30.0,3.0
25 Gordon Street,2017-01-06 08:30:00,14.867346938775427,30.6,41,190.0,7.0
25 Gordon Street,2017-01-06 09:00:00,14.867346938775427,30.6,41,180.0,6.0
25 Gordon Street,2017-01-06 10:30:00,14.86734693877588,30.6,41,180.0,7.0
25 Gordon Street,2017-01-06 11:00:00,14.867346938775427,30.6,43,170.0,6.0
25 Gordon Street,2017-01-06 12:00:00,14.867346938775427,30.58,43,170.0,8.0
25 Gordon Street,2017-01-06 12:30:00,14.867346938775427,30.58,45,210.0,7.0
25 Gordon Street,2017-01-06 13:00:00,14.86734693877588,30.58,45,220.0,7.0
25 Gordon Street,2017-01-06 13:30:00,14.867346938775427,30.55,45,240.0,7.0
25 Gordon Street,2017-01-06 14:00:00,14.867346938775427,30.55,45,220.0,7.0
25 Gordon Street,2017-01-06 14:30:00,14.867346938775427,30.55,46,210.0,9.0
25 Gordon Street,2017-01-06 15:00:00,14.867346938775427,30.55,45,210.0,8.0
25 Gordon Street,2017-01-06 15:30:00,14.867346938775427,30.55,45,230.0,7.0
25 Gordon Street,2017-01-06 16:00:00,14.86734693877588,30.55,43,220.0,6.0
25 Gordon Street,2017-01-06 17:00:00,14.867346938775427,30.55,43,220.0,7.0
25 Gordon Street,2017-01-06 18:00:00,14.867346938775427,30.55,43,220.0,8.0
25 Gordon Street,2017-01-06 18:30:00,14.867346938775427,30.52,43,230.0,9.0
25 Gordon Street,2017-01-06 19:00:00,14.86734693877588,30.52,43,230.0,8.0
25 Gordon Street,2017-01-06 19:30:00,14.867346938775427,30.52,43,240.0,8.0
25 Gordon Street,2017-01-06 20:00:00,14.867346938775427,30.52,43,230.0,9.0
25 Gordon Street,2017-01-06 20:30:00,14.867346938775427,30.52,43,240.0,10.0
25 Gordon Street,2017-01-06 21:00:00,14.867346938775427,30.49,43,230.0,9.0
25 Gordon Street,2017-01-06 21:30:00,14.86734693877588,30.49,43,240.0,12.0
25 Gordon Street,2017-01-06 22:00:00,14.867346938775427,30.49,43,240.0,12.0
25 Gordon Street,2017-01-06 22:30:00,14.867346938775427,30.49,43,240.0,13.0
25 Gordon Street,2017-01-06 23:00:00,14.867346938775427,30.49,45,240.0,12.0
25 Gordon Street,2017-01-06 23:30:00,14.867346938775427,30.46,45,240.0,12.0
25 Gordon Street,2017-01-07 00:00:00,10.5,30.46,45,240.0,13.0
25 Gordon Street,2017-01-07 00:30:00,14.867346938775427,30.46,45,240.0,13.0
25 Gordon Street,2017-01-07 01:00:00,14.867346938775427,30.46,45,230.0,10.0
25 Gordon Street,2017-01-07 01:30:00,11.5,30.46,45,250.0,8.0
25 Gordon Street,2017-01-07 02:00:00,11.0,30.43,45,240.0,9.0
25 Gordon Street,2017-01-07 02:30:00,11.5,30.43,46,240.0,10.0
25 Gordon Street,2017-01-07 03:00:00,10.5,30.43,46,250.0,10.0
25 Gordon Street,2017-01-07 03:30:00,10.5,30.43,46,250.0,10.0
25 Gordon Street,2017-01-07 04:00:00,11.5,30.43,46,250.0,10.0
25 Gordon Street,2017-01-07 04:30:00,11.0,30.43,46,250.0,9.0
25 Gordon Street,2017-01-07 05:00:00,11.5,30.43,46,250.0,9.0
25 Gordon Street,2017-01-07 05:30:00,12.0,30.4,46,250.0,10.0
25 Gordon Street,2017-01-07 06:00:00,11.5,30.4,46,250.0,10.0
25 Gordon Street,2017-01-07 06:30:00,12.0,30.43,46,260.0,7.0
25 Gordon Street,2017-01-07 07:00:00,13.0,30.43,48,260.0,7.0
25 Gordon Street,2017-01-07 07:30:00,12.5,30.43,48,240.0,7.0
25 Gordon Street,2017-01-07 08:00:00,13.0,30.43,48,250.0,8.0
25 Gordon Street,2017-01-07 08:30:00,13.5,30.43,48,250.0,7.0
25 Gordon Street,2017-01-07 09:00:00,13.5,30.43,48,270.0,3.0
25 Gordon Street,2017-01-07 09:30:00,13.5,30.46,48,280.0,5.0
25 Gordon Street,2017-01-07 10:00:00,13.5,30.46,50,270.0,7.0
25 Gordon Street,2017-01-07 10:30:00,12.5,30.46,50,270.0,6.0
25 Gordon Street,2017-01-07 11:00:00,11.0,30.46,50,300.0,8.0
25 Gordon Street,2017-01-07 11:30:00,11.0,30.46,50,290.0,6.0
25 Gordon Street,2017-01-07 12:00:00,11.0,30.43,50,300.0,6.0
25 Gordon Street,2017-01-07 13:00:00,11.5,30.43,50,300.0,3.0
25 Gordon Street,2017-01-07 13:30:00,11.0,30.43,52,300.0,6.0
25 Gordon Street,2017-01-07 14:00:00,11.0,30.43,50,290.0,6.0
25 Gordon Street,2017-01-07 14:30:00,11.0,30.43,52,310.0,6.0
25 Gordon Street,2017-01-07 15:00:00,11.5,30.46,52,330.0,5.0
25 Gordon Street,2017-01-07 17:00:00,11.5,30.46,50,290.0,3.0
25 Gordon Street,2017-01-07 18:00:00,11.5,30.46,50,270.0,2.0
25 Gordon Street,2017-01-07 19:30:00,11.0,30.46,48,150.0,2.0
25 Gordon Street,2017-01-07 21:30:00,10.5,30.46,48,220.0,3.0
25 Gordon Street,2017-01-07 22:00:00,10.5,30.46,48,220.0,3.0
25 Gordon Street,2017-01-07 22:30:00,10.5,30.46,48,260.0,3.0
25 Gordon Street,2017-01-07 23:00:00,10.5,30.46,48,260.0,3.0
25 Gordon Street,2017-01-07 23:30:00,11.0,30.46,48,250.0,3.0
25 Gordon Street,2017-01-08 00:00:00,10.5,30.46,48,260.0,3.0
25 Gordon Street,2017-01-08 00:30:00,10.0,30.46,48,250.0,3.0
25 Gordon Street,2017-01-08 01:00:00,10.0,30.46,48,270.0,5.0
25 Gordon Street,2017-01-08 01:30:00,10.5,30.46,48,270.0,3.0
25 Gordon Street,2017-01-08 02:00:00,10.0,30.46,48,280.0,3.0
25 Gordon Street,2017-01-08 03:00:00,10.5,30.46,48,290.0,2.0
25 Gordon Street,2017-01-08 03:30:00,10.0,30.46,50,300.0,3.0
25 Gordon Street,2017-01-08 04:00:00,10.0,30.46,48,280.0,3.0
25 Gordon Street,2017-01-08 04:30:00,11.0,30.46,48,290.0,2.0
25 Gordon Street,2017-01-08 05:00:00,10.0,30.46,48,270.0,1.0
25 Gordon Street,2017-01-08 06:00:00,11.0,30.46,48,150.0,3.0
25 Gordon Street,2017-01-08 06:30:00,9.5,30.46,48,260.0,2.0
25 Gordon Street,2017-01-08 07:00:00,10.0,30.46,48,250.0,5.0
25 Gordon Street,2017-01-08 07:30:00,10.0,30.46,48,230.0,3.0
25 Gordon Street,2017-01-08 08:00:00,10.5,30.49,48,220.0,5.0
25 Gordon Street,2017-01-08 09:30:00,10.0,30.49,48,230.0,3.0
25 Gordon Street,2017-01-08 10:00:00,10.0,30.49,50,250.0,3.0
25 Gordon Street,2017-01-08 10:30:00,10.5,30.49,50,230.0,7.0
25 Gordon Street,2017-01-08 11:00:00,10.0,30.49,50,230.0,5.0
25 Gordon Street,2017-01-08 11:30:00,10.5,30.49,50,270.0,5.0
25 Gordon Street,2017-01-08 12:30:00,10.0,30.46,52,260.0,5.0
25 Gordon Street,2017-01-08 13:00:00,10.5,30.46,50,280.0,5.0
25 Gordon Street,2017-01-08 13:30:00,10.0,30.46,52,240.0,7.0
25 Gordon Street,2017-01-08 14:00:00,10.0,30.46,52,250.0,5.0
25 Gordon Street,2017-01-08 14:30:00,10.5,30.46,52,240.0,5.0
25 Gordon Street,2017-01-08 15:00:00,10.5,30.43,50,260.0,6.0
25 Gordon Street,2017-01-08 16:00:00,10.5,30.43,50,250.0,3.0
25 Gordon Street,2017-01-08 17:00:00,11.0,30.43,50,80.0,3.0
25 Gordon Street,2017-01-08 17:30:00,11.0,30.43,50,230.0,6.0
25 Gordon Street,2017-01-08 18:00:00,11.0,30.43,50,180.0,6.0
25 Gordon Street,2017-01-08 19:00:00,10.5,30.43,50,180.0,7.0
25 Gordon Street,2017-01-08 19:30:00,9.5,30.43,50,170.0,6.0
25 Gordon Street,2017-01-08 20:00:00,10.5,30.43,50,140.0,7.0
25 Gordon Street,2017-01-08 20:30:00,9.5,30.4,48,160.0,9.0
25 Gordon Street,2017-01-08 21:00:00,10.5,30.4,48,180.0,5.0
25 Gordon Street,2017-01-08 22:00:00,11.0,30.4,48,150.0,3.0
25 Gordon Street,2017-01-08 22:30:00,10.5,30.4,48,170.0,6.0
25 Gordon Street,2017-01-08 23:00:00,10.5,30.37,48,200.0,7.0
25 Gordon Street,2017-01-08 23:30:00,11.0,30.37,48,210.0,6.0
25 Gordon Street,2017-01-09 00:00:00,16.0,30.37,48,230.0,7.0
25 Gordon Street,2017-01-09 00:30:00,10.0,30.34,48,220.0,6.0
25 Gordon Street,2017-01-09 01:00:00,10.5,30.34,48,210.0,8.0
25 Gordon Street,2017-01-09 01:30:00,10.5,30.34,48,230.0,5.0
25 Gordon Street,2017-01-09 02:00:00,10.0,30.31,48,230.0,8.0
25 Gordon Street,2017-01-09 02:30:00,9.0,30.31,48,240.0,8.0
25 Gordon Street,2017-01-09 03:00:00,11.0,30.28,48,250.0,8.0
25 Gordon Street,2017-01-09 03:30:00,10.0,30.28,48,230.0,8.0
25 Gordon Street,2017-01-09 04:00:00,11.0,30.28,48,250.0,8.0
25 Gordon Street,2017-01-09 04:30:00,10.5,30.28,48,240.0,8.0
25 Gordon Street,2017-01-09 05:00:00,10.5,30.25,48,240.0,9.0
25 Gordon Street,2017-01-09 05:30:00,10.0,30.25,48,240.0,9.0
25 Gordon Street,2017-01-09 06:00:00,12.0,30.22,48,210.0,6.0
25 Gordon Street,2017-01-09 06:30:00,11.5,30.19,48,240.0,7.0
25 Gordon Street,2017-01-09 07:00:00,12.5,30.19,48,240.0,9.0
25 Gordon Street,2017-01-09 07:30:00,13.5,30.19,48,240.0,10.0
25 Gordon Street,2017-01-09 08:00:00,16.0,30.19,50,240.0,9.0
25 Gordon Street,2017-01-09 08:30:00,16.5,30.16,50,230.0,8.0
25 Gordon Street,2017-01-09 09:00:00,19.0,30.16,50,230.0,9.0
25 Gordon Street,2017-01-09 09:30:00,20.5,30.16,50,230.0,10.0
25 Gordon Street,2017-01-09 10:00:00,22.0,30.13,50,240.0,14.0
25 Gordon Street,2017-01-09 10:30:00,23.0,30.1,50,240.0,17.0
25 Gordon Street,2017-01-09 11:00:00,25.0,30.1,52,240.0,15.0
25 Gordon Street,2017-01-09 11:30:00,23.0,30.07,52,240.0,16.0
25 Gordon Street,2017-01-09 12:00:00,24.5,30.04,50,240.0,16.0
25 Gordon Street,2017-01-09 12:30:00,24.5,30.01,50,240.0,16.0
